clock,bono_net.if.in[ens160],bono_net.if.out[ens160],"bono_proc.num[,,run]",bono_proc.num[],bono_system.cpu.intr,"bono_system.cpu.load[percpu,avg1]","bono_system.cpu.load[percpu,avg15]","bono_system.cpu.load[percpu,avg5]",bono_system.cpu.switches,"bono_system.cpu.util[,idle]","bono_system.cpu.util[,interrupt]","bono_system.cpu.util[,iowait]","bono_system.cpu.util[,nice]","bono_system.cpu.util[,softirq]","bono_system.cpu.util[,steal]","bono_system.cpu.util[,system]","bono_system.cpu.util[,user]","bono_system.swap.size[,free]","bono_system.swap.size[,pfree]","bono_system.swap.size[,total]","bono_vfs.fs.inode[/,pfree]","bono_vfs.fs.inode[/boot,pfree]","bono_vfs.fs.inode[/var/lib/docker/aufs,pfree]","bono_vfs.fs.inode[/var/lib/kubelet,pfree]","bono_vfs.fs.inode[/var/lib/rancher/volumes,pfree]","bono_vfs.fs.size[/,pfree]","bono_vfs.fs.size[/,total]","bono_vfs.fs.size[/,used]","bono_vfs.fs.size[/boot,free]","bono_vfs.fs.size[/boot,pfree]","bono_vfs.fs.size[/boot,total]","bono_vfs.fs.size[/boot,used]","bono_vfs.fs.size[/var/lib/docker/aufs,pfree]","bono_vfs.fs.size[/var/lib/docker/aufs,total]","bono_vfs.fs.size[/var/lib/docker/aufs,used]","bono_vfs.fs.size[/var/lib/kubelet,free]","bono_vfs.fs.size[/var/lib/kubelet,pfree]","bono_vfs.fs.size[/var/lib/kubelet,total]","bono_vfs.fs.size[/var/lib/kubelet,used]","bono_vfs.fs.size[/var/lib/rancher/volumes,free]","bono_vfs.fs.size[/var/lib/rancher/volumes,pfree]","bono_vfs.fs.size[/var/lib/rancher/volumes,total]","bono_vfs.fs.size[/var/lib/rancher/volumes,used]",bono_vm.memory.size[available],bono_vm.memory.size[total],homestead_net.if.in[ens160],homestead_net.if.out[ens160],"homestead_proc.num[,,run]",homestead_proc.num[],homestead_system.cpu.intr,"homestead_system.cpu.load[percpu,avg1]","homestead_system.cpu.load[percpu,avg15]","homestead_system.cpu.load[percpu,avg5]",homestead_system.cpu.switches,"homestead_system.cpu.util[,idle]","homestead_system.cpu.util[,interrupt]","homestead_system.cpu.util[,iowait]","homestead_system.cpu.util[,nice]","homestead_system.cpu.util[,softirq]","homestead_system.cpu.util[,steal]","homestead_system.cpu.util[,system]","homestead_system.cpu.util[,user]","homestead_system.swap.size[,free]","homestead_system.swap.size[,pfree]","homestead_system.swap.size[,total]","homestead_vfs.fs.inode[/,pfree]","homestead_vfs.fs.inode[/boot,pfree]","homestead_vfs.fs.inode[/var/lib/docker/aufs,pfree]","homestead_vfs.fs.inode[/var/lib/kubelet,pfree]","homestead_vfs.fs.inode[/var/lib/rancher/volumes,pfree]","homestead_vfs.fs.size[/,pfree]","homestead_vfs.fs.size[/,total]","homestead_vfs.fs.size[/,used]","homestead_vfs.fs.size[/boot,free]","homestead_vfs.fs.size[/boot,pfree]","homestead_vfs.fs.size[/boot,total]","homestead_vfs.fs.size[/boot,used]","homestead_vfs.fs.size[/var/lib/docker/aufs,pfree]","homestead_vfs.fs.size[/var/lib/docker/aufs,total]","homestead_vfs.fs.size[/var/lib/docker/aufs,used]","homestead_vfs.fs.size[/var/lib/kubelet,free]","homestead_vfs.fs.size[/var/lib/kubelet,pfree]","homestead_vfs.fs.size[/var/lib/kubelet,total]","homestead_vfs.fs.size[/var/lib/kubelet,used]","homestead_vfs.fs.size[/var/lib/rancher/volumes,free]","homestead_vfs.fs.size[/var/lib/rancher/volumes,pfree]","homestead_vfs.fs.size[/var/lib/rancher/volumes,total]","homestead_vfs.fs.size[/var/lib/rancher/volumes,used]",homestead_vm.memory.size[available],homestead_vm.memory.size[total],sprout_net.if.in[ens160],sprout_net.if.out[ens160],"sprout_proc.num[,,run]",sprout_proc.num[],sprout_system.cpu.intr,"sprout_system.cpu.load[percpu,avg1]","sprout_system.cpu.load[percpu,avg15]","sprout_system.cpu.load[percpu,avg5]",sprout_system.cpu.switches,"sprout_system.cpu.util[,idle]","sprout_system.cpu.util[,interrupt]","sprout_system.cpu.util[,iowait]","sprout_system.cpu.util[,nice]","sprout_system.cpu.util[,softirq]","sprout_system.cpu.util[,steal]","sprout_system.cpu.util[,system]","sprout_system.cpu.util[,user]","sprout_system.swap.size[,free]","sprout_system.swap.size[,pfree]","sprout_system.swap.size[,total]","sprout_vfs.fs.inode[/,pfree]","sprout_vfs.fs.inode[/boot,pfree]","sprout_vfs.fs.inode[/var/lib/docker/aufs,pfree]","sprout_vfs.fs.inode[/var/lib/kubelet,pfree]","sprout_vfs.fs.inode[/var/lib/rancher/volumes,pfree]","sprout_vfs.fs.size[/,pfree]","sprout_vfs.fs.size[/,total]","sprout_vfs.fs.size[/,used]","sprout_vfs.fs.size[/boot,free]","sprout_vfs.fs.size[/boot,pfree]","sprout_vfs.fs.size[/boot,total]","sprout_vfs.fs.size[/boot,used]","sprout_vfs.fs.size[/var/lib/docker/aufs,pfree]","sprout_vfs.fs.size[/var/lib/docker/aufs,total]","sprout_vfs.fs.size[/var/lib/docker/aufs,used]","sprout_vfs.fs.size[/var/lib/kubelet,free]","sprout_vfs.fs.size[/var/lib/kubelet,pfree]","sprout_vfs.fs.size[/var/lib/kubelet,total]","sprout_vfs.fs.size[/var/lib/kubelet,used]","sprout_vfs.fs.size[/var/lib/rancher/volumes,free]","sprout_vfs.fs.size[/var/lib/rancher/volumes,pfree]","sprout_vfs.fs.size[/var/lib/rancher/volumes,total]","sprout_vfs.fs.size[/var/lib/rancher/volumes,used]",sprout_vm.memory.size[available],sprout_vm.memory.size[total],bono_normal,bono_cpu,bono_mem,bono_io,homestead_normal,homestead_cpu,homestead_mem,homestead_io,sprout_normal,sprout_cpu,sprout_mem,sprout_io
1527320582,200952,83560,4,214,1036,1.0000,0.4200,0.7900,2891,0.0000,0.0000,0.0000,0.0000,0.2668,0.0000,1.1170,98.6162,4294963200,100.0000,4294963200,95.4818,99.7583,95.4818,95.4818,95.4818,90.2468,79680208896,7374327808,408983552,87.2071,494512128,59996160,90.2468,79680208896,7374336000,68234674176,90.2468,79680208896,7374336000,68234674176,90.2468,79680208896,7374336000,7663153152,8371621888,5288112,4491272,2,231,3308,0.1100,0.1500,0.1900,5978,73.2134,0.0000,0.3868,0.0168,7.6043,0.0000,5.3818,13.2840,4294963200,100.0000,4294963200,95.5975,99.7583,95.5975,95.5975,95.5975,90.9903,79680208896,6812110848,408983552,87.2071,494512128,59996160,90.9906,79680208896,6811881472,68796977152,90.9904,79680208896,6812033024,68797054976,90.9905,79680208896,6811955200,7580909568,8371621888,25525064,27580496,2,214,5475,2.5000,1.9700,2.8100,10228,19.7171,0.0000,0.1360,0.0170,22.6646,0.0000,9.6226,47.9259,4294963200,100.0000,4294963200,95.5953,99.7583,95.5953,95.5953,95.5953,91.0289,79680208896,6782922752,408983552,87.2071,494512128,59996160,91.0289,79680208896,6782943232,68826099712,91.0290,79680208896,6782910464,68826116096,91.0290,79680208896,6782894080,7485165568,8371621888,1,0,0,0,1,0,0,0,1,0,0,0
1527320587,132416,583480,6,210,999,1.0000,0.4300,0.7900,2115,0.0000,0.0000,0.0000,0.0000,0.2500,0.0000,1.1004,98.6493,4294963200,100.0000,4294963200,95.4818,99.7583,95.4818,95.4818,95.4818,90.2468,79680208896,7374336000,408983552,87.2071,494512128,59996160,90.2467,79680208896,7374344192,68234657792,90.2467,79680208896,7374352384,68234665984,90.2467,79680208896,7374344192,7663009792,8371621888,5342880,4952224,2,231,3358,0.1800,0.1600,0.2100,5914,73.4130,0.0000,0.3704,0.0168,7.6301,0.0000,5.4705,13.2009,4294963200,100.0000,4294963200,95.5975,99.7583,95.5975,95.5975,95.5975,90.9898,79680208896,6812508160,408983552,87.2071,494512128,59996160,90.9902,79680208896,6812254208,68796588032,90.9899,79680208896,6812422144,68796665856,90.9900,79680208896,6812344320,7580581888,8371621888,25442328,28472904,2,214,5486,2.9400,2.0000,2.9000,9822,19.6082,0.0000,0.1363,0.0170,22.6274,0.0000,9.5076,47.9550,4294963200,100.0000,4294963200,95.5953,99.7583,95.5953,95.5953,95.5953,91.0289,79680208896,6782980096,408983552,87.2071,494512128,59996160,91.0288,79680208896,6783000576,68826038272,91.0289,79680208896,6782971904,68826050560,91.0289,79680208896,6782959616,7485419520,8371621888,1,0,0,0,1,0,0,0,1,0,0,0
1527320592,224168,94824,6,210,1041,1.0000,0.4300,0.8000,2971,0.0000,0.0000,0.0000,0.0000,0.2500,0.0000,1.0998,98.6336,4294963200,100.0000,4294963200,95.4818,99.7583,95.4818,95.4818,95.4818,90.2467,79680208896,7374352384,408983552,87.2071,494512128,59996160,90.2467,79680208896,7374352384,68234657792,90.2467,79680208896,7374352384,68234657792,90.2467,79680208896,7374352384,7663087616,8371621888,5237176,4422272,3,231,3417,0.2500,0.1600,0.2100,6312,73.3693,0.0000,0.3707,0.0169,7.6457,0.0000,5.5958,13.0750,4294963200,100.0000,4294963200,95.5975,99.7583,95.5975,95.5975,95.5975,90.9894,79680208896,6812823552,408983552,87.2071,494512128,59996160,90.9896,79680208896,6812659712,68796264448,90.9895,79680208896,6812745728,68796350464,90.9896,79680208896,6812663808,7580381184,8371621888,25587728,27653200,3,214,5526,2.8700,2.0000,2.8800,10252,19.5734,0.0000,0.1364,0.0170,22.6676,0.0000,9.5806,47.9884,4294963200,100.0000,4294963200,95.5953,99.7583,95.5953,95.5953,95.5953,91.0288,79680208896,6783029248,408983552,87.2071,494512128,59996160,91.0288,79680208896,6783057920,68825993216,91.0288,79680208896,6783016960,68825993216,91.0288,79680208896,6783016960,7485456384,8371621888,1,0,0,0,1,0,0,0,1,0,0,0
1527320597,112680,72360,3,210,963,1.0000,0.4300,0.8000,2449,0.0000,0.0000,0.0000,0.0000,0.2666,0.0000,1.1498,98.6336,4294963200,100.0000,4294963200,95.4818,99.7583,95.4818,95.4818,95.4818,90.2467,79680208896,7374352384,408983552,87.2071,494512128,59996160,90.2467,79680208896,7374368768,68234641408,90.2467,79680208896,7374368768,68234641408,90.2467,79680208896,7374368768,7663054848,8371621888,5203080,4365784,2,231,3401,0.2300,0.1600,0.2000,5729,73.2155,0.0000,0.5057,0.0169,7.6482,0.0000,5.5069,12.9973,4294963200,100.0000,4294963200,95.5975,99.7583,95.5975,95.5975,95.5975,90.9889,79680208896,6813204480,408983552,87.2071,494512128,59996160,90.9892,79680208896,6812979200,68795871232,90.9890,79680208896,6813138944,68795949056,90.9891,79680208896,6813065216,7580516352,8371621888,25324992,27545008,2,214,5575,2.6400,2.0000,2.8300,9997,19.5251,0.0000,0.1366,0.0171,22.7576,0.0000,9.5336,48.0451,4294963200,100.0000,4294963200,95.5953,99.7583,95.5953,95.5953,95.5953,91.0287,79680208896,6783086592,408983552,87.2071,494512128,59996160,91.0287,79680208896,6783119360,68825931776,91.0287,79680208896,6783078400,68825944064,91.0288,79680208896,6783066112,7485468672,8371621888,1,0,0,0,1,0,0,0,1,0,0,0
1527320602,203792,112096,4,210,1056,1.0000,0.4400,0.8000,2731,0.0000,0.0000,0.0000,0.0000,0.2333,0.0000,1.1333,98.6002,4294963200,100.0000,4294963200,95.4818,99.7583,95.4818,95.4818,95.4818,90.2467,79680208896,7374368768,408983552,87.2071,494512128,59996160,90.2467,79680208896,7374368768,68234633216,90.2467,79680208896,7374376960,68234641408,90.2467,79680208896,7374368768,7663079424,8371621888,5346528,4522976,2,231,3369,0.2100,0.1600,0.2000,6172,73.3244,0.0000,0.4717,0.0168,7.7169,0.0000,5.5097,12.9212,4294963200,100.0000,4294963200,95.5975,99.7583,95.5975,95.5975,95.5975,90.9884,79680208896,6813618176,408983552,87.2071,494512128,59996160,90.9887,79680208896,6813380608,68795478016,90.9885,79680208896,6813532160,68795551744,90.9886,79680208896,6813458432,7580364800,8371621888,25499712,27974016,2,214,5374,2.4300,1.9900,2.7900,10203,19.5018,0.0000,0.1195,0.0170,22.9352,0.0000,9.7353,47.7816,4294963200,100.0000,4294963200,95.5953,99.7583,95.5953,95.5953,95.5953,91.0286,79680208896,6783160320,408983552,87.2071,494512128,59996160,91.0286,79680208896,6783180800,68825866240,91.0287,79680208896,6783143936,68825878528,91.0287,79680208896,6783131648,7485251584,8371621888,1,0,0,0,1,0,0,0,1,0,0,0
1527320607,113952,75136,6,210,935,1.0000,0.4400,0.8100,2076,0.0000,0.0000,0.0000,0.0000,0.2666,0.0000,1.1831,98.5505,4294963200,100.0000,4294963200,95.4818,99.7583,95.4818,95.4818,95.4818,90.2467,79680208896,7374376960,408983552,87.2071,494512128,59996160,90.2467,79680208896,7374385152,68234625024,90.2467,79680208896,7374385152,68234625024,90.2467,79680208896,7374385152,7662944256,8371621888,5309600,4429472,2,231,3310,0.1900,0.1600,0.2100,5904,73.4230,0.0000,0.4701,0.0168,7.8435,0.0000,5.5117,12.9449,4294963200,100.0000,4294963200,95.5975,99.7583,95.5975,95.5975,95.5975,90.9878,79680208896,6814007296,408983552,87.2071,494512128,59996160,90.9882,79680208896,6813769728,68795080704,90.9879,79680208896,6813929472,68795154432,90.9880,79680208896,6813855744,7580532736,8371621888,25334080,27550208,2,214,5534,2.3900,1.9800,2.7700,10083,19.6172,0.0000,0.1365,0.0171,22.9981,0.0000,9.7902,47.5857,4294963200,100.0000,4294963200,95.5953,99.7583,95.5953,95.5953,95.5953,91.0286,79680208896,6783221760,408983552,87.2071,494512128,59996160,91.0285,79680208896,6783242240,68825796608,91.0286,79680208896,6783213568,68825821184,91.0286,79680208896,6783188992,7485132800,8371621888,1,0,0,0,1,0,0,0,1,0,0,0
1527320612,204336,84872,3,210,1060,1.0000,0.4400,0.8100,2770,0.0000,0.0000,0.0000,0.0000,0.2666,0.0000,1.2165,98.5002,4294963200,100.0000,4294963200,95.4818,99.7583,95.4818,95.4818,95.4818,90.2467,79680208896,7374385152,408983552,87.2071,494512128,59996160,90.2467,79680208896,7374397440,68234612736,90.2467,79680208896,7374397440,68234612736,90.2467,79680208896,7374397440,7662841856,8371621888,5207504,4441768,4,231,3307,0.2600,0.1700,0.2000,6113,73.1822,0.0000,0.5040,0.0168,7.7595,0.0000,5.4222,13.1274,4294963200,100.0000,4294963200,95.5975,99.7583,95.5975,95.5975,95.5975,90.9873,79680208896,6814400512,408983552,87.2071,494512128,59996160,90.9876,79680208896,6814167040,68794687488,90.9874,79680208896,6814322688,68794765312,90.9875,79680208896,6814244864,7580024832,8371621888,25433000,27617240,3,214,5526,2.3600,1.9800,2.7600,10180,19.7398,0.0000,0.1368,0.0171,23.2415,0.0000,9.7094,47.3162,4294963200,100.0000,4294963200,95.5953,99.7583,95.5953,95.5953,95.5953,91.0285,79680208896,6783283200,408983552,87.2071,494512128,59996160,91.0284,79680208896,6783307776,68825739264,91.0285,79680208896,6783270912,68825755648,91.0285,79680208896,6783254528,7485210624,8371621888,1,0,0,0,1,0,0,0,1,0,0,0
1527320617,116760,103104,6,210,977,1.0000,0.4500,0.8100,2365,0.0000,0.0000,0.0000,0.0000,0.2500,0.0000,1.2500,98.4836,4294963200,100.0000,4294963200,95.4818,99.7583,95.4818,95.4818,95.4818,90.2467,79680208896,7374397440,408983552,87.2071,494512128,59996160,90.2467,79680208896,7374405632,68234596352,90.2466,79680208896,7374413824,68234604544,90.2467,79680208896,7374405632,7662854144,8371621888,5311840,4430888,2,231,3319,0.2400,0.1600,0.2000,5685,73.2953,0.0000,0.5034,0.0168,7.7543,0.0000,5.4912,12.9552,4294963200,100.0000,4294963200,95.5975,99.7583,95.5975,95.5975,95.5975,90.9868,79680208896,6814797824,408983552,87.2071,494512128,59996160,90.9871,79680208896,6814556160,68794290176,90.9869,79680208896,6814720000,68794372096,90.9870,79680208896,6814638080,7580377088,8371621888,25433824,27604792,2,214,5595,2.1700,1.9700,2.7100,9997,19.7092,0.0000,0.1369,0.0171,23.1993,0.0000,9.7194,47.1937,4294963200,100.0000,4294963200,95.5953,99.7583,95.5953,95.5953,95.5953,91.0284,79680208896,6783340544,408983552,87.2071,494512128,59996160,91.0284,79680208896,6783365120,68825681920,91.0284,79680208896,6783328256,68825694208,91.0284,79680208896,6783315968,7485095936,8371621888,1,0,0,0,1,0,0,0,1,0,0,0
1527320622,209560,85392,5,210,1053,1.0000,0.4500,0.8200,2735,0.0000,0.0000,0.0000,0.0000,0.2667,0.0000,1.2498,98.4838,4294963200,100.0000,4294963200,95.4818,99.7583,95.4818,95.4818,95.4818,90.2466,79680208896,7374413824,408983552,87.2071,494512128,59996160,90.2466,79680208896,7374413824,68234588160,90.2466,79680208896,7374422016,68234588160,90.2466,79680208896,7374422016,7662743552,8371621888,5222520,4423136,2,231,3320,0.2200,0.1600,0.2000,6293,73.3412,0.0000,0.4867,0.0168,7.7349,0.0000,5.5397,12.9216,4294963200,100.0000,4294963200,95.5975,99.7583,95.5975,95.5975,95.5975,90.9863,79680208896,6815186944,408983552,87.2071,494512128,59996160,90.9866,79680208896,6814957568,68793896960,90.9864,79680208896,6815113216,68793974784,90.9865,79680208896,6815035392,7579824128,8371621888,25417392,27583872,3,214,5468,2.1600,1.9700,2.7000,10003,19.6674,0.0000,0.1369,0.0171,22.9359,0.0000,9.8254,47.2441,4294963200,100.0000,4294963200,95.5953,99.7583,95.5953,95.5953,95.5953,91.0283,79680208896,6783410176,408983552,87.2071,494512128,59996160,91.0283,79680208896,6783430656,68825620480,91.0283,79680208896,6783389696,68825628672,91.0283,79680208896,6783381504,7484928000,8371621888,1,0,0,0,1,0,0,0,1,0,0,0
1527320627,116648,79168,6,210,991,1.0000,0.4500,0.8200,2069,0.0000,0.0000,0.0000,0.0000,0.2667,0.0000,1.2500,98.5164,4294963200,100.0000,4294963200,95.4818,99.7583,95.4818,95.4818,95.4818,90.2466,79680208896,7374422016,408983552,87.2071,494512128,59996160,90.2466,79680208896,7374430208,68234579968,90.2466,79680208896,7374430208,68234579968,90.2466,79680208896,7374430208,7662878720,8371621888,5309088,4450608,4,232,3389,0.2000,0.1600,0.1900,5810,73.2272,0.0000,0.4696,0.0168,7.8073,0.0000,5.5667,12.9465,4294963200,100.0000,4294963200,95.5975,99.7583,95.5975,95.5975,95.5975,90.9857,79680208896,6815592448,408983552,87.2071,494512128,59996160,90.9861,79680208896,6815346688,68793495552,90.9858,79680208896,6815514624,68793581568,90.9860,79680208896,6815428608,7579983872,8371621888,25371224,27613232,3,214,5487,1.9800,1.9600,2.6600,9872,19.3515,0.0000,0.1199,0.0171,22.7974,0.0000,9.8029,47.6868,4294963200,100.0000,4294963200,95.5953,99.7583,95.5953,95.5953,95.5953,91.0282,79680208896,6783471616,408983552,87.2071,494512128,59996160,91.0282,79680208896,6783492096,68825550848,91.0282,79680208896,6783459328,68825563136,91.0283,79680208896,6783447040,7485034496,8371621888,1,0,0,0,1,0,0,0,1,0,0,0
1527320632,203624,112488,3,210,1052,1.0000,0.4600,0.8300,2938,0.0000,0.0000,0.0000,0.0000,0.2667,0.0000,1.2496,98.5000,4294963200,100.0000,4294963200,95.4818,99.7583,95.4818,95.4818,95.4818,90.2466,79680208896,7374430208,408983552,87.2071,494512128,59996160,90.2466,79680208896,7374438400,68234571776,90.2466,79680208896,7374438400,68234571776,90.2466,79680208896,7374438400,7662759936,8371621888,5250032,4431112,2,232,3332,0.1800,0.1600,0.1900,6486,73.4364,0.0000,0.4707,0.0168,7.8372,0.0000,5.3791,12.8425,4294963200,100.0000,4294963200,95.5975,99.7583,95.5975,95.5975,95.5975,90.9853,79680208896,6815920128,408983552,87.2071,494512128,59996160,90.9855,79680208896,6815752192,68793171968,90.9854,79680208896,6815838208,68793180160,90.9854,79680208896,6815830016,7579529216,8371621888,25472800,27496016,2,214,5431,2.0700,1.9600,2.6600,9876,19.0705,0.0000,0.1201,0.0172,22.9846,0.0000,9.7737,47.7530,4294963200,100.0000,4294963200,95.5953,99.7583,95.5953,95.5953,95.5953,91.0282,79680208896,6783524864,408983552,87.2071,494512128,59996160,91.0281,79680208896,6783553536,68825485312,91.0282,79680208896,6783524864,68825501696,91.0282,79680208896,6783508480,7485059072,8371621888,1,0,0,0,1,0,0,0,1,0,0,0
1527320637,122600,77232,5,210,1044,1.0000,0.4600,0.8300,2437,0.0000,0.0000,0.0000,0.0000,0.2500,0.0000,1.2498,98.5000,4294963200,100.0000,4294963200,95.4818,99.7583,95.4818,95.4818,95.4818,90.2466,79680208896,7374438400,408983552,87.2071,494512128,59996160,90.2466,79680208896,7374446592,68234555392,90.2466,79680208896,7374454784,68234563584,90.2466,79680208896,7374446592,7662776320,8371621888,5305288,4428288,2,232,3412,0.1700,0.1600,0.1900,5893,73.3075,0.0000,0.4714,0.0168,7.7208,0.0000,5.3677,13.0303,4294963200,100.0000,4294963200,95.5975,99.7583,95.5975,95.5975,95.5975,90.9848,79680208896,6816337920,408983552,87.2071,494512128,59996160,90.9851,79680208896,6816088064,68792750080,90.9849,79680208896,6816260096,68792844288,90.9850,79680208896,6816165888,7579860992,8371621888,25348064,27686904,2,214,5488,2.1400,1.9600,2.6700,9905,19.0770,0.0000,0.0858,0.0172,23.0347,0.0000,9.8217,47.8731,4294963200,100.0000,4294963200,95.5953,99.7583,95.5953,95.5953,95.5953,91.0281,79680208896,6783586304,408983552,87.2071,494512128,59996160,91.0280,79680208896,6783619072,68825436160,91.0281,79680208896,6783574016,68825444352,91.0281,79680208896,6783565824,7485128704,8371621888,1,0,0,0,1,0,0,0,1,0,0,0
1527320642,201312,85656,5,210,1081,1.0000,0.4600,0.8300,2870,0.0000,0.0000,0.0000,0.0000,0.2333,0.0000,1.2500,98.4667,4294963200,100.0000,4294963200,95.4818,99.7583,95.4818,95.4818,95.4818,90.2466,79680208896,7374454784,408983552,87.2071,494512128,59996160,90.2466,79680208896,7374458880,68234543104,90.2466,79680208896,7374467072,68234551296,90.2466,79680208896,7374458880,7662661632,8371621888,5203720,4441664,5,232,3317,0.1500,0.1600,0.1800,6147,73.4615,0.0000,0.4719,0.0000,7.7546,0.0000,5.3252,13.0288,4294963200,100.0000,4294963200,95.5975,99.7583,95.5975,95.5975,95.5975,90.9842,79680208896,6816747520,408983552,87.2071,494512128,59996160,90.9845,79680208896,6816505856,68792344576,90.9843,79680208896,6816669696,68792422400,90.9844,79680208896,6816587776,7579238400,8371621888,25471064,27583312,4,214,5535,2.0500,1.9600,2.6400,10228,19.0493,0.0000,0.1201,0.0172,23.0624,0.0000,9.9880,47.6746,4294963200,100.0000,4294963200,95.5953,99.7583,95.5953,95.5953,95.5953,91.0280,79680208896,6783655936,408983552,87.2071,494512128,59996160,91.0279,79680208896,6783680512,68825362432,91.0280,79680208896,6783647744,68825382912,91.0280,79680208896,6783627264,7485329408,8371621888,1,0,0,0,1,0,0,0,1,0,0,0
1527320647,108504,562560,3,210,968,1.0000,0.4700,0.8300,2352,0.0000,0.0000,0.0000,0.0000,0.2167,0.0000,1.3000,98.4998,4294963200,100.0000,4294963200,95.4818,99.7583,95.4818,95.4818,95.4818,90.2466,79680208896,7374467072,408983552,87.2071,494512128,59996160,90.2466,79680208896,7374479360,68234530816,90.2466,79680208896,7374479360,68234530816,90.2466,79680208896,7374479360,7662792704,8371621888,5319344,5024440,3,232,3348,0.1400,0.1600,0.1800,5838,73.3075,0.0000,0.4719,0.0000,7.7014,0.0000,5.1576,13.0625,4294963200,100.0000,4294963200,95.5975,99.7583,95.5975,95.5975,95.5975,90.9838,79680208896,6817075200,408983552,87.2071,494512128,59996160,90.9840,79680208896,6816911360,68792020992,90.9839,79680208896,6816993280,68792020992,90.9839,79680208896,6816989184,7579090944,8371621888,25420720,28437864,3,214,5494,1.9700,1.9600,2.6100,9882,19.4263,0.0000,0.1203,0.0172,22.9170,0.0000,10.0309,47.6894,4294963200,100.0000,4294963200,95.5953,99.7583,95.5953,95.5953,95.5953,91.0279,79680208896,6783709184,408983552,87.2071,494512128,59996160,91.0279,79680208896,6783725568,68825300992,91.0279,79680208896,6783709184,68825313280,91.0279,79680208896,6783696896,7486865408,8371621888,1,0,0,0,1,0,0,0,1,0,0,0
1527320652,245608,98184,3,210,1078,1.0000,0.4700,0.8400,2790,0.2000,0.0000,0.0000,0.0000,0.2167,0.0000,1.3000,98.4667,4294963200,100.0000,4294963200,95.4818,99.7583,95.4818,95.4818,95.4818,90.2466,79680208896,7374479360,408983552,87.2071,494512128,59996160,90.2465,79680208896,7374487552,68234522624,90.2465,79680208896,7374487552,68234522624,90.2465,79680208896,7374487552,7662804992,8371621888,5271736,4431408,5,232,3375,0.1300,0.1600,0.1800,6142,73.4873,0.0000,0.4882,0.0000,7.5678,0.0000,5.1878,13.2323,4294963200,100.0000,4294963200,95.5975,99.7583,95.5975,95.5975,95.5975,90.9833,79680208896,6817468416,408983552,87.2071,494512128,59996160,90.9836,79680208896,6817226752,68791619584,90.9834,79680208896,6817390592,68791705600,90.9835,79680208896,6817304576,7579009024,8371621888,25398624,27611336,2,214,5524,2.0500,1.9600,2.6200,10206,19.3742,0.0000,0.1204,0.0172,22.7953,0.0000,10.0069,47.5666,4294963200,100.0000,4294963200,95.5953,99.7583,95.5953,95.5953,95.5953,91.0278,79680208896,6783766528,408983552,87.2071,494512128,59996160,91.0278,79680208896,6783795200,68825264128,91.0279,79680208896,6783746048,68825272320,91.0279,79680208896,6783737856,7486836736,8371621888,1,0,0,0,1,0,0,0,1,0,0,0
1527320657,104520,79968,3,212,969,1.0000,0.4700,0.8400,2535,1.7333,0.0000,0.0000,0.0000,0.2167,0.0000,1.3667,96.6667,4294963200,100.0000,4294963200,95.4818,99.7583,95.4818,95.4818,95.4818,90.2465,79680208896,7374487552,408983552,87.2071,494512128,59996160,90.2465,79680208896,7374495744,68234514432,90.2465,79680208896,7374495744,68234514432,90.2465,79680208896,7374495744,7663050752,8371621888,5265216,4443840,2,232,3405,0.1200,0.1600,0.1800,5833,73.6266,0.0000,0.3533,0.0000,7.6612,0.0000,5.4209,13.1393,4294963200,100.0000,4294963200,95.5975,99.7583,95.5975,95.5975,95.5975,90.9827,79680208896,6817869824,408983552,87.2071,494512128,59996160,90.9831,79680208896,6817624064,68791226368,90.9828,79680208896,6817783808,68791304192,90.9829,79680208896,6817705984,7578636288,8371621888,25370992,27653576,4,214,5416,1.8800,1.9600,2.5800,10081,19.5491,0.0000,0.1203,0.0000,22.5890,0.0000,10.1066,47.5249,4294963200,100.0000,4294963200,95.5953,99.7583,95.5953,95.5953,95.5953,91.0278,79680208896,6783823872,408983552,87.2071,494512128,59996160,91.0277,79680208896,6783852544,68825194496,91.0278,79680208896,6783815680,68825206784,91.0278,79680208896,6783803392,7486840832,8371621888,1,0,0,0,1,0,0,0,1,0,0,0
