clock,bono_net.if.in[ens160],bono_net.if.out[ens160],"bono_proc.num[,,run]",bono_proc.num[],bono_system.cpu.intr,"bono_system.cpu.load[percpu,avg1]","bono_system.cpu.load[percpu,avg15]","bono_system.cpu.load[percpu,avg5]",bono_system.cpu.switches,"bono_system.cpu.util[,idle]","bono_system.cpu.util[,interrupt]","bono_system.cpu.util[,iowait]","bono_system.cpu.util[,nice]","bono_system.cpu.util[,softirq]","bono_system.cpu.util[,steal]","bono_system.cpu.util[,system]","bono_system.cpu.util[,user]","bono_system.swap.size[,free]","bono_system.swap.size[,pfree]","bono_system.swap.size[,total]","bono_vfs.fs.inode[/,pfree]","bono_vfs.fs.inode[/boot,pfree]","bono_vfs.fs.inode[/var/lib/docker/aufs,pfree]","bono_vfs.fs.inode[/var/lib/kubelet,pfree]","bono_vfs.fs.inode[/var/lib/rancher/volumes,pfree]","bono_vfs.fs.size[/,pfree]","bono_vfs.fs.size[/,total]","bono_vfs.fs.size[/,used]","bono_vfs.fs.size[/boot,free]","bono_vfs.fs.size[/boot,pfree]","bono_vfs.fs.size[/boot,total]","bono_vfs.fs.size[/boot,used]","bono_vfs.fs.size[/var/lib/docker/aufs,pfree]","bono_vfs.fs.size[/var/lib/docker/aufs,total]","bono_vfs.fs.size[/var/lib/docker/aufs,used]","bono_vfs.fs.size[/var/lib/kubelet,free]","bono_vfs.fs.size[/var/lib/kubelet,pfree]","bono_vfs.fs.size[/var/lib/kubelet,total]","bono_vfs.fs.size[/var/lib/kubelet,used]","bono_vfs.fs.size[/var/lib/rancher/volumes,free]","bono_vfs.fs.size[/var/lib/rancher/volumes,pfree]","bono_vfs.fs.size[/var/lib/rancher/volumes,total]","bono_vfs.fs.size[/var/lib/rancher/volumes,used]",bono_vm.memory.size[available],bono_vm.memory.size[total],homestead_net.if.in[ens160],homestead_net.if.out[ens160],"homestead_proc.num[,,run]",homestead_proc.num[],homestead_system.cpu.intr,"homestead_system.cpu.load[percpu,avg1]","homestead_system.cpu.load[percpu,avg15]","homestead_system.cpu.load[percpu,avg5]",homestead_system.cpu.switches,"homestead_system.cpu.util[,idle]","homestead_system.cpu.util[,interrupt]","homestead_system.cpu.util[,iowait]","homestead_system.cpu.util[,nice]","homestead_system.cpu.util[,softirq]","homestead_system.cpu.util[,steal]","homestead_system.cpu.util[,system]","homestead_system.cpu.util[,user]","homestead_system.swap.size[,free]","homestead_system.swap.size[,pfree]","homestead_system.swap.size[,total]","homestead_vfs.fs.inode[/,pfree]","homestead_vfs.fs.inode[/boot,pfree]","homestead_vfs.fs.inode[/var/lib/docker/aufs,pfree]","homestead_vfs.fs.inode[/var/lib/kubelet,pfree]","homestead_vfs.fs.inode[/var/lib/rancher/volumes,pfree]","homestead_vfs.fs.size[/,pfree]","homestead_vfs.fs.size[/,total]","homestead_vfs.fs.size[/,used]","homestead_vfs.fs.size[/boot,free]","homestead_vfs.fs.size[/boot,pfree]","homestead_vfs.fs.size[/boot,total]","homestead_vfs.fs.size[/boot,used]","homestead_vfs.fs.size[/var/lib/docker/aufs,pfree]","homestead_vfs.fs.size[/var/lib/docker/aufs,total]","homestead_vfs.fs.size[/var/lib/docker/aufs,used]","homestead_vfs.fs.size[/var/lib/kubelet,free]","homestead_vfs.fs.size[/var/lib/kubelet,pfree]","homestead_vfs.fs.size[/var/lib/kubelet,total]","homestead_vfs.fs.size[/var/lib/kubelet,used]","homestead_vfs.fs.size[/var/lib/rancher/volumes,free]","homestead_vfs.fs.size[/var/lib/rancher/volumes,pfree]","homestead_vfs.fs.size[/var/lib/rancher/volumes,total]","homestead_vfs.fs.size[/var/lib/rancher/volumes,used]",homestead_vm.memory.size[available],homestead_vm.memory.size[total],sprout_net.if.in[ens160],sprout_net.if.out[ens160],"sprout_proc.num[,,run]",sprout_proc.num[],sprout_system.cpu.intr,"sprout_system.cpu.load[percpu,avg1]","sprout_system.cpu.load[percpu,avg15]","sprout_system.cpu.load[percpu,avg5]",sprout_system.cpu.switches,"sprout_system.cpu.util[,idle]","sprout_system.cpu.util[,interrupt]","sprout_system.cpu.util[,iowait]","sprout_system.cpu.util[,nice]","sprout_system.cpu.util[,softirq]","sprout_system.cpu.util[,steal]","sprout_system.cpu.util[,system]","sprout_system.cpu.util[,user]","sprout_system.swap.size[,free]","sprout_system.swap.size[,pfree]","sprout_system.swap.size[,total]","sprout_vfs.fs.inode[/,pfree]","sprout_vfs.fs.inode[/boot,pfree]","sprout_vfs.fs.inode[/var/lib/docker/aufs,pfree]","sprout_vfs.fs.inode[/var/lib/kubelet,pfree]","sprout_vfs.fs.inode[/var/lib/rancher/volumes,pfree]","sprout_vfs.fs.size[/,pfree]","sprout_vfs.fs.size[/,total]","sprout_vfs.fs.size[/,used]","sprout_vfs.fs.size[/boot,free]","sprout_vfs.fs.size[/boot,pfree]","sprout_vfs.fs.size[/boot,total]","sprout_vfs.fs.size[/boot,used]","sprout_vfs.fs.size[/var/lib/docker/aufs,pfree]","sprout_vfs.fs.size[/var/lib/docker/aufs,total]","sprout_vfs.fs.size[/var/lib/docker/aufs,used]","sprout_vfs.fs.size[/var/lib/kubelet,free]","sprout_vfs.fs.size[/var/lib/kubelet,pfree]","sprout_vfs.fs.size[/var/lib/kubelet,total]","sprout_vfs.fs.size[/var/lib/kubelet,used]","sprout_vfs.fs.size[/var/lib/rancher/volumes,free]","sprout_vfs.fs.size[/var/lib/rancher/volumes,pfree]","sprout_vfs.fs.size[/var/lib/rancher/volumes,total]","sprout_vfs.fs.size[/var/lib/rancher/volumes,used]",sprout_vm.memory.size[available],sprout_vm.memory.size[total],bono_normal,bono_cpu,bono_mem,bono_io,homestead_normal,homestead_cpu,homestead_mem,homestead_io,sprout_normal,sprout_cpu,sprout_mem,sprout_io
1527321907,114656,703368,2,205,826,0.0000,4.8000,1.7400,2459,96.2366,0.0000,0.5540,0.0000,0.2183,0.0000,1.2928,1.7794,4294963200,100.0000,4294963200,95.4818,99.7583,95.4818,95.4818,95.4818,90.2428,79680208896,7377289216,408983552,87.2071,494512128,59996160,90.2428,79680208896,7377297408,68231712768,90.2428,79680208896,7377297408,68231712768,90.2428,79680208896,7377297408,7665979392,8371621888,5274624,4980176,5,241,3350,6.9800,10.9200,20.2000,5662,0.0000,0.0000,0.0000,0.0167,7.3154,0.0000,5.8647,86.8211,4294963200,100.0000,4294963200,95.5975,99.7583,95.5975,95.5975,95.5975,90.8719,79680208896,6901702656,408983552,87.2071,494512128,59996160,90.8722,79680208896,6901456896,68707389440,90.8720,79680208896,6901620736,68707471360,90.8721,79680208896,6901538816,7542710272,8371621888,23828904,27286656,2,215,5579,2.4600,18.6700,12.9600,9368,20.1038,0.0000,0.1039,0.0173,24.9567,0.0000,9.4611,45.1334,4294963200,100.0000,4294963200,95.5952,99.7583,95.5952,95.5952,95.5952,91.0100,79680208896,6797275136,408983552,87.2071,494512128,59996160,91.0099,79680208896,6797303808,68811743232,91.0100,79680208896,6797266944,68811759616,91.0100,79680208896,6797250560,7354023936,8371621888,1,0,0,0,1,0,0,0,1,0,0,0
1527321912,155664,80008,5,205,929,0.2200,4.7900,1.7100,2733,96.3206,0.0000,0.4872,0.0000,0.2183,0.0000,1.2263,1.7809,4294963200,100.0000,4294963200,95.4818,99.7583,95.4818,95.4818,95.4818,90.2428,79680208896,7377297408,408983552,87.2071,494512128,59996160,90.2428,79680208896,7377309696,68231700480,90.2428,79680208896,7377309696,68231700480,90.2428,79680208896,7377309696,7665860608,8371621888,5392952,4535224,3,241,3621,6.5000,10.8700,19.8900,6222,0.0000,0.0000,0.0000,0.0167,7.3154,0.0000,5.9147,86.7877,4294963200,100.0000,4294963200,95.5975,99.7583,95.5975,95.5975,95.5975,90.8713,79680208896,6902120448,408983552,87.2071,494512128,59996160,90.8716,79680208896,6901874688,68706975744,90.8714,79680208896,6902038528,68707049472,90.8715,79680208896,6901960704,7542722560,8371621888,26955240,29213592,2,215,5292,3.1400,18.6300,12.7800,10378,20.0276,0.0000,0.1037,0.0173,25.6694,0.0000,9.3674,44.8401,4294963200,100.0000,4294963200,95.5952,99.7583,95.5952,95.5952,95.5952,91.0099,79680208896,6797344768,408983552,87.2071,494512128,59996160,91.0099,79680208896,6797361152,68811685888,91.0099,79680208896,6797324288,68811694080,91.0099,79680208896,6797316096,7353995264,8371621888,1,0,0,0,1,0,0,0,1,0,0,0
1527321917,168192,80808,5,205,890,0.2000,4.7700,1.6800,2206,96.1532,0.0000,0.4875,0.0000,0.1848,0.0000,1.1765,1.7986,4294963200,100.0000,4294963200,95.4818,99.7583,95.4818,95.4818,95.4818,90.2428,79680208896,7377321984,408983552,87.2071,494512128,59996160,90.2428,79680208896,7377330176,68231680000,90.2428,79680208896,7377330176,68231680000,90.2428,79680208896,7377330176,7665819648,8371621888,5277192,4419408,3,241,3357,6.0600,10.8200,19.5700,5812,0.0000,0.0000,0.0000,0.0167,7.2809,0.0000,5.7500,86.9522,4294963200,100.0000,4294963200,95.5975,99.7583,95.5975,95.5975,95.5975,90.8708,79680208896,6902509568,408983552,87.2071,494512128,59996160,90.8711,79680208896,6902272000,68706574336,90.8709,79680208896,6902435840,68706660352,90.8710,79680208896,6902349824,7542890496,8371621888,25430008,27673264,6,215,5451,3.0500,18.5400,12.6200,10023,20.0103,0.0000,0.1207,0.0172,26.0810,0.0000,9.3685,44.4904,4294963200,100.0000,4294963200,95.5952,99.7583,95.5952,95.5952,95.5952,91.0098,79680208896,6797402112,408983552,87.2071,494512128,59996160,91.0098,79680208896,6797418496,68811628544,91.0098,79680208896,6797381632,68811636736,91.0098,79680208896,6797373440,7354114048,8371621888,1,0,0,0,1,0,0,0,1,0,0,0
1527321922,151640,105960,2,205,866,0.1900,4.7400,1.6600,2706,96.2017,0.0000,0.5040,0.0000,0.2016,0.0000,1.1763,1.9153,4294963200,100.0000,4294963200,95.4818,99.7583,95.4818,95.4818,95.4818,90.2428,79680208896,7377330176,408983552,87.2071,494512128,59996160,90.2428,79680208896,7377330176,68231671808,90.2428,79680208896,7377338368,68231680000,90.2428,79680208896,7377330176,7665766400,8371621888,5256504,4453280,3,240,3303,5.6600,10.7600,19.2600,6119,0.0000,0.0000,0.0000,0.0167,7.0798,0.0000,5.7804,87.1231,4294963200,100.0000,4294963200,95.5975,99.7583,95.5975,95.5975,95.5975,90.8703,79680208896,6902906880,408983552,87.2071,494512128,59996160,90.8706,79680208896,6902661120,68706181120,90.8704,79680208896,6902829056,68706258944,90.8705,79680208896,6902751232,7542534144,8371621888,25412040,27686552,3,215,5423,3.0400,18.4500,12.4600,10158,19.8795,0.0000,0.1206,0.0172,26.4118,0.0000,9.2554,44.2550,4294963200,100.0000,4294963200,95.5952,99.7583,95.5952,95.5952,95.5952,91.0097,79680208896,6797463552,408983552,87.2071,494512128,59996160,91.0097,79680208896,6797488128,68811554816,91.0097,79680208896,6797455360,68811567104,91.0097,79680208896,6797443072,7353810944,8371621888,1,0,0,0,1,0,0,0,1,0,0,0
1527321927,167600,80408,2,205,831,0.1700,4.7200,1.6300,2368,96.0537,0.0000,0.5039,0.0000,0.2183,0.0000,1.1761,1.9651,4294963200,100.0000,4294963200,95.4818,99.7583,95.4818,95.4818,95.4818,90.2428,79680208896,7377338368,408983552,87.2071,494512128,59996160,90.2428,79680208896,7377346560,68231663616,90.2428,79680208896,7377346560,68231663616,90.2428,79680208896,7377346560,7665901568,8371621888,5320776,4438048,3,240,3407,5.2800,10.7100,18.9600,5763,0.0000,0.0000,0.0000,0.0167,7.1310,0.0000,5.7314,87.2376,4294963200,100.0000,4294963200,95.5975,99.7583,95.5975,95.5975,95.5975,90.8697,79680208896,6903304192,408983552,87.2071,494512128,59996160,90.8700,79680208896,6903066624,68705792000,90.8698,79680208896,6903218176,68705869824,90.8700,79680208896,6903140352,7542898688,8371621888,25417400,27665464,2,215,5487,2.9600,18.3700,12.2900,10004,19.7728,0.0000,0.1205,0.0172,26.3629,0.0000,9.2551,44.5439,4294963200,100.0000,4294963200,95.5952,99.7583,95.5952,95.5952,95.5952,91.0096,79680208896,6797524992,408983552,87.2071,494512128,59996160,91.0096,79680208896,6797545472,68811493376,91.0096,79680208896,6797516800,68811505664,91.0097,79680208896,6797504512,7353765888,8371621888,1,0,0,0,1,0,0,0,1,0,0,0
1527321932,149984,76432,2,205,923,0.1600,4.6900,1.6000,2795,96.0873,0.0000,0.5540,0.0000,0.2183,0.0000,1.2418,1.9473,4294963200,100.0000,4294963200,95.4818,99.7583,95.4818,95.4818,95.4818,90.2428,79680208896,7377346560,408983552,87.2071,494512128,59996160,90.2428,79680208896,7377354752,68231655424,90.2428,79680208896,7377354752,68231655424,90.2428,79680208896,7377354752,7665782784,8371621888,5213712,4448288,3,240,3323,4.9400,10.6600,18.6600,6147,0.0000,0.0000,0.0000,0.0167,7.0988,0.0000,5.6648,87.3209,4294963200,100.0000,4294963200,95.5975,99.7583,95.5975,95.5975,95.5975,90.8692,79680208896,6903697408,408983552,87.2071,494512128,59996160,90.8695,79680208896,6903455744,68705394688,90.8693,79680208896,6903615488,68705476608,90.8694,79680208896,6903533568,7542521856,8371621888,25523984,27496840,4,215,5380,2.9600,18.2800,12.1300,10239,19.7802,0.0000,0.1032,0.0172,26.0526,0.0000,9.1503,44.7120,4294963200,100.0000,4294963200,95.5952,99.7583,95.5952,95.5952,95.5952,91.0095,79680208896,6797594624,408983552,87.2071,494512128,59996160,91.0095,79680208896,6797611008,68811436032,91.0096,79680208896,6797574144,68811448320,91.0096,79680208896,6797561856,7353421824,8371621888,1,0,0,0,1,0,0,0,1,0,0,0
1527321937,175512,104936,2,205,833,0.1400,4.6700,1.5700,2369,96.0577,0.0000,0.5372,0.0000,0.2182,0.0000,1.2762,1.8801,4294963200,100.0000,4294963200,95.4818,99.7583,95.4818,95.4818,95.4818,90.2427,79680208896,7377362944,408983552,87.2071,494512128,59996160,90.2427,79680208896,7377371136,68231639040,90.2427,79680208896,7377371136,68231639040,90.2427,79680208896,7377371136,7665799168,8371621888,5347048,4459608,3,240,3265,4.6200,10.6100,18.3700,5590,0.0000,0.0000,0.0000,0.0167,7.0655,0.0000,5.6139,87.3042,4294963200,100.0000,4294963200,95.5975,99.7583,95.5975,95.5975,95.5975,90.8687,79680208896,6904086528,408983552,87.2071,494512128,59996160,90.8690,79680208896,6903832576,68705001472,90.8688,79680208896,6904008704,68705079296,90.8689,79680208896,6903930880,7542648832,8371621888,25203616,28037552,3,215,5410,4.7300,18.2000,12.3500,9968,19.3151,0.0000,0.1029,0.0171,26.1733,0.0000,9.3139,44.8388,4294963200,100.0000,4294963200,95.5952,99.7583,95.5952,95.5952,95.5952,91.0095,79680208896,6797643776,408983552,87.2071,494512128,59996160,91.0094,79680208896,6797672448,68811378688,91.0095,79680208896,6797631488,68811386880,91.0095,79680208896,6797623296,7352143872,8371621888,1,0,0,0,1,0,0,0,1,0,0,0
1527321942,151832,80880,2,205,877,0.1300,4.6400,1.5500,2554,96.0919,0.0000,0.4699,0.0000,0.2516,0.0000,1.2919,1.8627,4294963200,100.0000,4294963200,95.4818,99.7583,95.4818,95.4818,95.4818,90.2427,79680208896,7377371136,408983552,87.2071,494512128,59996160,90.2427,79680208896,7377375232,68231626752,90.2427,79680208896,7377383424,68231626752,90.2427,79680208896,7377383424,7665811456,8371621888,5218832,4412184,5,240,3436,4.3300,10.5500,18.0800,6216,0.0000,0.0000,0.0000,0.0167,7.0655,0.0000,5.5667,87.4167,4294963200,100.0000,4294963200,95.5975,99.7583,95.5975,95.5975,95.5975,90.8682,79680208896,6904479744,408983552,87.2071,494512128,59996160,90.8685,79680208896,6904250368,68704604160,90.8683,79680208896,6904406016,68704681984,90.8684,79680208896,6904328192,7542530048,8371621888,25718088,27708688,2,215,5507,4.4300,18.2400,12.1600,10065,19.1689,0.0000,0.0513,0.0171,25.8809,0.0000,9.4317,45.0829,4294963200,100.0000,4294963200,95.5952,99.7583,95.5952,95.5952,95.5952,91.0094,79680208896,6797713408,408983552,87.2071,494512128,59996160,91.0094,79680208896,6797729792,68811309056,91.0094,79680208896,6797701120,68811325440,91.0094,79680208896,6797684736,7352279040,8371621888,1,0,0,0,1,0,0,0,1,0,0,0
1527321947,200552,92992,2,205,875,0.1300,4.6200,1.5200,2245,96.1416,0.0000,0.4698,0.0000,0.2349,0.0000,1.2752,1.8792,4294963200,100.0000,4294963200,95.4818,99.7583,95.4818,95.4818,95.4818,90.2427,79680208896,7377383424,408983552,87.2071,494512128,59996160,90.2427,79680208896,7377395712,68231614464,90.2427,79680208896,7377395712,68231614464,90.2427,79680208896,7377395712,7665696768,8371621888,5300648,4432648,4,240,3361,4.0700,10.5000,17.8000,5849,0.0000,0.0000,0.0000,0.0167,7.1988,0.0000,5.5648,87.2876,4294963200,100.0000,4294963200,95.5975,99.7583,95.5975,95.5975,95.5975,90.8678,79680208896,6904795136,408983552,87.2071,494512128,59996160,90.8680,79680208896,6904639488,68704288768,90.8679,79680208896,6904721408,68704366592,90.8680,79680208896,6904643584,7542198272,8371621888,25443616,27702304,3,215,5474,4.4300,18.1400,11.9700,9966,19.0321,0.0000,0.0513,0.0171,25.5301,0.0000,9.5759,45.6053,4294963200,100.0000,4294963200,95.5952,99.7583,95.5952,95.5952,95.5952,91.0093,79680208896,6797758464,408983552,87.2071,494512128,59996160,91.0093,79680208896,6797778944,68811268096,91.0093,79680208896,6797742080,68811268096,91.0093,79680208896,6797742080,7351554048,8371621888,1,0,0,0,1,0,0,0,1,0,0,0
1527321952,146912,104840,2,205,870,0.1100,4.5900,1.5000,2571,96.1429,0.0000,0.4529,0.0000,0.2516,0.0000,1.2919,1.8789,4294963200,100.0000,4294963200,95.4818,99.7583,95.4818,95.4818,95.4818,90.2427,79680208896,7377403904,408983552,87.2071,494512128,59996160,90.2427,79680208896,7377403904,68231606272,90.2427,79680208896,7377403904,68231606272,90.2427,79680208896,7377403904,7664644096,8371621888,5269936,4453712,4,240,3357,4.2200,10.4800,17.6000,6081,0.0000,0.0000,0.0000,0.0167,7.1643,0.0000,5.4473,87.4209,4294963200,100.0000,4294963200,95.5975,99.7583,95.5975,95.5975,95.5975,90.8672,79680208896,6905200640,408983552,87.2071,494512128,59996160,90.8675,79680208896,6904958976,68703887360,90.8673,79680208896,6905122816,68703973376,90.8674,79680208896,6905036800,7541780480,8371621888,25466560,27695064,3,215,5517,4.1500,18.0500,11.7700,9878,18.7874,0.0000,0.0513,0.0171,25.1878,0.0000,9.7277,46.0222,4294963200,100.0000,4294963200,95.5952,99.7583,95.5952,95.5952,95.5952,91.0092,79680208896,6797836288,408983552,87.2071,494512128,59996160,91.0092,79680208896,6797852672,68811194368,91.0093,79680208896,6797815808,68811214848,91.0093,79680208896,6797795328,7351529472,8371621888,1,0,0,0,1,0,0,0,1,0,0,0
1527321957,170560,82152,2,205,844,0.1000,4.5700,1.4700,2336,96.0945,0.0000,0.4693,0.0000,0.2515,0.0000,1.2913,1.9108,4294963200,100.0000,4294963200,95.4818,99.7583,95.4818,95.4818,95.4818,90.2427,79680208896,7377412096,408983552,87.2071,494512128,59996160,90.2427,79680208896,7377420288,68231589888,90.2427,79680208896,7377420288,68231589888,90.2427,79680208896,7377420288,7665725440,8371621888,5268448,4421752,3,240,3393,3.9600,10.4300,17.3200,5905,0.0000,0.0000,0.0000,0.0167,7.1310,0.0000,5.3649,87.3875,4294963200,100.0000,4294963200,95.5975,99.7583,95.5975,95.5975,95.5975,90.8667,79680208896,6905602048,408983552,87.2071,494512128,59996160,90.8670,79680208896,6905352192,68703498240,90.8668,79680208896,6905516032,68703571968,90.8669,79680208896,6905438208,7542087680,8371621888,25541408,27649344,3,215,5464,3.8200,17.9500,11.6100,10057,18.8921,0.0000,0.0342,0.0171,24.9872,0.0000,9.6873,46.4286,4294963200,100.0000,4294963200,95.5952,99.7583,95.5952,95.5952,95.5952,91.0091,79680208896,6797893632,408983552,87.2071,494512128,59996160,91.0091,79680208896,6797914112,68811137024,91.0092,79680208896,6797873152,68811145216,91.0092,79680208896,6797864960,7351578624,8371621888,1,0,0,0,1,0,0,0,1,0,0,0
1527321962,144432,73352,3,205,987,0.0900,4.5400,1.4500,2704,96.1294,0.0000,0.3519,0.0000,0.2682,0.0000,1.3742,1.8767,4294963200,100.0000,4294963200,95.4818,99.7583,95.4818,95.4818,95.4818,90.2427,79680208896,7377420288,408983552,87.2071,494512128,59996160,90.2427,79680208896,7377420288,68231581696,90.2427,79680208896,7377428480,68231581696,90.2427,79680208896,7377428480,7665819648,8371621888,5200544,4377256,4,244,3324,4.0500,10.4000,17.1200,6024,0.0000,0.0000,0.0000,0.0000,7.1155,0.0000,5.3973,87.4000,4294963200,100.0000,4294963200,95.5975,99.7583,95.5975,95.5975,95.5975,90.8662,79680208896,6905987072,408983552,87.2071,494512128,59996160,90.8665,79680208896,6905753600,68703096832,90.8663,79680208896,6905913344,68703178752,90.8664,79680208896,6905831424,7541710848,8371621888,25476832,27592256,2,215,5463,3.5400,17.8700,11.4500,10195,18.6721,0.0000,0.0341,0.0171,24.7694,0.0000,9.6620,46.6291,4294963200,100.0000,4294963200,95.5952,99.7583,95.5952,95.5952,95.5952,91.0091,79680208896,6797950976,408983552,87.2071,494512128,59996160,91.0090,79680208896,6797971456,68811071488,91.0091,79680208896,6797938688,68811079680,91.0091,79680208896,6797930496,7351103488,8371621888,1,0,0,0,1,0,0,0,1,0,0,0
1527321967,179272,580304,2,205,800,0.0900,4.5200,1.4200,2166,96.0952,0.0000,0.3353,0.0000,0.2682,0.0000,1.3745,1.8273,4294963200,100.0000,4294963200,95.4818,99.7583,95.4818,95.4818,95.4818,90.2427,79680208896,7377428480,408983552,87.2071,494512128,59996160,90.2426,79680208896,7377436672,68231573504,90.2426,79680208896,7377436672,68231573504,90.2426,79680208896,7377436672,7665868800,8371621888,5386576,5025304,3,240,3365,3.8000,10.3500,16.8500,5785,0.0000,0.0000,0.0000,0.0000,6.9810,0.0000,5.4491,87.4708,4294963200,100.0000,4294963200,95.5975,99.7583,95.5975,95.5975,95.5975,90.8657,79680208896,6906384384,408983552,87.2071,494512128,59996160,90.8660,79680208896,6906126336,68702699520,90.8658,79680208896,6906310656,68702793728,90.8659,79680208896,6906216448,7541407744,8371621888,24933008,28738968,2,215,5612,6.8600,17.7800,12.0100,9781,18.8737,0.0000,0.0512,0.0171,24.3040,0.0000,9.8089,46.9806,4294963200,100.0000,4294963200,95.5952,99.7583,95.5952,95.5952,95.5952,91.0090,79680208896,6798008320,408983552,87.2071,494512128,59996160,91.0090,79680208896,6798036992,68811014144,91.0090,79680208896,6797996032,68811022336,91.0090,79680208896,6797987840,7351627776,8371621888,1,0,0,0,1,0,0,0,1,0,0,0
1527321972,145696,72864,2,205,886,0.0800,4.4900,1.4000,2530,96.1281,0.0000,0.4022,0.0000,0.2849,0.0000,1.4247,1.7932,4294963200,100.0000,4294963200,95.4818,99.7583,95.4818,95.4818,95.4818,90.2426,79680208896,7377444864,408983552,87.2071,494512128,59996160,90.2426,79680208896,7377444864,68231557120,90.2426,79680208896,7377453056,68231565312,90.2426,79680208896,7377444864,7665885184,8371621888,5230544,4394280,4,240,3457,3.5800,10.3000,16.5900,6104,0.0000,0.0000,0.0000,0.0000,7.0655,0.0000,5.5333,87.3833,4294963200,100.0000,4294963200,95.5975,99.7583,95.5975,95.5975,95.5975,90.8651,79680208896,6906773504,408983552,87.2071,494512128,59996160,90.8654,79680208896,6906548224,68702310400,90.8652,79680208896,6906699776,68702388224,90.8653,79680208896,6906621952,7541293056,8371621888,26065496,27646872,3,215,5606,6.6300,17.9300,11.8700,10182,19.0533,0.0000,0.0512,0.0171,23.7867,0.0000,9.6499,47.2938,4294963200,100.0000,4294963200,95.5952,99.7583,95.5952,95.5952,95.5952,91.0089,79680208896,6798073856,408983552,87.2071,494512128,59996160,91.0089,79680208896,6798098432,68810952704,91.0089,79680208896,6798057472,68810964992,91.0089,79680208896,6798045184,7351820288,8371621888,1,0,0,0,1,0,0,0,1,0,0,0
1527321977,174184,78496,2,205,844,0.0700,4.4700,1.3700,2422,96.2448,0.0000,0.4022,0.0000,0.3018,0.0000,1.4413,1.7094,4294963200,100.0000,4294963200,95.4818,99.7583,95.4818,95.4818,95.4818,90.2426,79680208896,7377453056,408983552,87.2071,494512128,59996160,90.2426,79680208896,7377461248,68231544832,90.2426,79680208896,7377465344,68231548928,90.2426,79680208896,7377461248,7665893376,8371621888,5295408,4480584,5,240,3363,3.4500,10.2500,16.3500,5809,0.0000,0.0000,0.0000,0.0000,7.0333,0.0000,5.7657,87.2021,4294963200,100.0000,4294963200,95.5975,99.7583,95.5975,95.5975,95.5975,90.8646,79680208896,6907174912,408983552,87.2071,494512128,59996160,90.8649,79680208896,6906937344,68701921280,90.8647,79680208896,6907088896,68701999104,90.8648,79680208896,6907011072,7530487808,8371621888,25468624,27657472,5,215,5522,6.2600,17.8500,11.7100,10056,19.0053,0.0000,0.0342,0.0171,23.4952,0.0000,9.7590,47.7592,4294963200,100.0000,4294963200,95.5952,99.7583,95.5952,95.5952,95.5952,91.0088,79680208896,6798131200,408983552,87.2071,494512128,59996160,91.0088,79680208896,6798155776,68810891264,91.0089,79680208896,6798118912,68810899456,91.0089,79680208896,6798110720,7352676352,8371621888,1,0,0,0,1,0,0,0,1,0,0,0
1527321982,141504,102504,2,205,883,0.0700,4.4400,1.3500,2643,96.2125,0.0000,0.4360,0.0000,0.3016,0.0000,1.4085,1.5764,4294963200,100.0000,4294963200,95.4818,99.7583,95.4818,95.4818,95.4818,90.2426,79680208896,7377465344,408983552,87.2071,494512128,59996160,90.2426,79680208896,7377465344,68231532544,90.2426,79680208896,7377477632,68231532544,90.2426,79680208896,7377477632,7665778688,8371621888,5236680,4401344,4,240,3312,3.3300,10.2100,16.1100,6006,0.0000,0.0000,0.0000,0.0000,7.1167,0.0000,5.8000,87.1021,4294963200,100.0000,4294963200,95.5975,99.7583,95.5975,95.5975,95.5975,90.8641,79680208896,6907564032,408983552,87.2071,494512128,59996160,90.8644,79680208896,6907322368,68701523968,90.8642,79680208896,6907486208,68701601792,90.8643,79680208896,6907412480,7541174272,8371621888,25524072,27702240,2,215,5412,6.0800,17.7700,11.5800,10437,19.1900,0.0000,0.0342,0.0000,23.3345,0.0000,9.9145,47.5987,4294963200,100.0000,4294963200,95.5952,99.7583,95.5952,95.5952,95.5952,91.0087,79680208896,6798196736,408983552,87.2071,494512128,59996160,91.0087,79680208896,6798221312,68810825728,91.0088,79680208896,6798184448,68810842112,91.0088,79680208896,6798168064,7352717312,8371621888,1,0,0,0,1,0,0,0,1,0,0,0
